1,1,732.91,267.7,72.29000000000008,39.0,1,1,1.0
1,2,122.7,334.92,131.93,58.47999999999996,1,1,1.0
1,3,208.75,250.04,94.05000000000001,43.59,1,1,1.0
2,1,720.41,269.63,71.74000000000001,39.85000000000002,1,1,1.0
2,2,97.3,338.69,134.88,59.80000000000001,1,1,1.0
2,3,208.75,250.09,94.05000000000001,43.559999999999974,1,1,1.0
3,1,707.9,271.56,71.20000000000005,40.69999999999999,1,1,1.0
3,2,73.2,342.46,140.0,61.110000000000014,1,1,1.0
3,3,208.75,250.14,94.05000000000001,43.54000000000002,1,1,1.0
4,1,692.17,273.5,74.93000000000006,41.54000000000002,1,1,1.0
4,2,47.3,346.22,143.89999999999998,62.44,1,1,1.0
4,3,208.75,250.19,94.05000000000001,43.51999999999998,1,1,1.0
5,1,679.9,272.0,72.74000000000001,45.81999999999999,1,1,1.0
5,2,23.1,349.99,144.68,63.75,1,1,1.0
5,3,208.75,250.23,94.05000000000001,43.51000000000002,1,1,1.0
6,1,663.93,274.16,78.87,46.44,1,1,1.0
6,2,4.3,353.76,140.04999999999998,65.07,1,1,1.0
6,3,208.75,250.28,94.05000000000001,43.47999999999999,1,1,1.0
7,1,650.82,276.32,77.77999999999997,47.05000000000001,1,1,1.0
7,2,2.71,357.53,118.22000000000001,66.38000000000005,1,1,1.0
7,3,208.75,250.33,94.05000000000001,43.46000000000001,1,1,1.0
8,1,637.7,278.48,76.69999999999993,47.66999999999996,1,1,1.0
8,2,1.12,361.3,96.38,67.69999999999999,1,1,1.0
8,3,208.75,250.37,94.05000000000001,43.44999999999999,1,1,1.0
9,1,621.26,280.64,79.94000000000005,48.29000000000002,1,1,1.0
9,2,1.12,361.3,76.88,67.69999999999999,1,1,1.0
9,3,208.75,250.42,94.05000000000001,43.41999999999999,1,1,1.0
10,1,604.82,282.8,83.17999999999995,48.90999999999997,1,1,1.0
10,2,1.12,361.3,52.78,67.69999999999999,1,1,1.0
10,3,208.75,250.47,94.05000000000001,43.400000000000006,1,1,1.0
11,1,588.38,284.96,85.51999999999998,49.53000000000003,1,1,1.0
11,2,1.12,361.3,25.279999999999998,67.69999999999999,1,1,1.0
11,3,208.75,250.52,94.05000000000001,43.37999999999997,1,1,1.0
12,1,571.93,287.12,87.87,50.14999999999998,1,1,1.0
12,3,208.75,250.56,94.05000000000001,43.360000000000014,1,1,1.0
13,1,557.8,289.28,87.60000000000002,50.77000000000004,1,1,1.0
13,3,208.75,250.61,94.05000000000001,43.339999999999975,1,1,1.0
14,1,541.03,291.44,89.87,51.389999999999986,1,1,1.0
14,3,208.75,250.66,94.05000000000001,43.32000000000002,1,1,1.0
15,1,524.26,293.6,92.13999999999999,52.00999999999999,1,1,1.0
15,3,208.75,250.7,94.05000000000001,43.30000000000001,1,1,1.0
16,1,509.8,295.76,92.69999999999999,52.629999999999995,1,1,1.0
16,3,208.75,250.75,94.05000000000001,43.27999999999997,1,1,1.0
17,1,492.45,297.92,93.34999999999997,53.24000000000001,1,1,1.0
17,3,208.75,250.8,94.05000000000001,43.25999999999999,1,1,1.0
18,1,475.1,300.08,94.0,53.860000000000014,1,1,1.0
18,3,208.75,250.84,94.05000000000001,43.23999999999998,1,1,1.0
19,1,457.75,302.24,94.64999999999998,54.48000000000002,1,1,1.0
19,3,208.75,250.89,94.05000000000001,43.22000000000003,1,1,1.0
20,1,440.4,304.4,95.30000000000007,55.10000000000002,1,1,1.0
20,3,208.75,250.94,94.05000000000001,43.19999999999999,1,1,1.0
21,1,421.72,307.34,102.17999999999995,55.93000000000001,1,1,1.0
21,3,208.75,250.99,94.05000000000001,43.170000000000016,1,1,1.0
22,1,403.04,310.29,103.97999999999996,56.75,1,1,1.0
22,3,208.75,251.03,94.05000000000001,43.16,1,1,1.0
